Company,Text_Description,Link
Roche Products (Ireland) Ltd,"Roche is a healthcare solutions provider dedicated to doing now what patients need next. The Irish office is located in Dublin and with employees working across access, business strategy, commercial,finance and business operations, healthcare innovation, licence to operate, medical and people and culture. The organisation is proud to have colleagues join the team from around the world and from varied backgrounds and proud of the work we do together. Employees are networked and collaborative and",
Saint John of God Hospital Stillorgan,"Saint John of God Hospital, Stillorgan is an independent acute psychiatric teaching hospital with 182 in-patient beds and one of the leading European providers in mental health treatment and care. In addition to a range of outpatient services, which include psychiatry, psychology, WRAP (the Wellness Recovery Action Plan) and the Stress Clinics located in Dublin. The Hospital currently provides specialist services in Addictions, Psychosis, Eating Disorders, Psychiatry of Later Life and Adolescent",
Sanofi Waterford,"Sanofi are an innovative global healthcare company, driven by one purpose: we chase the miracles of science to improve people’s lives. Our team, across some 100 countries, is dedicated to transforming the practice of medicine by working to turn the impossible into the possible. We provide potentially life-changing treatment options and life-saving vaccine protection to millions of people globally, while putting sustainability and social responsibility at the centre of our ambitions. At our Manufacturing & Supply site in",
Servier (Ireland) Industries Ltd,"Located on a magnificent 60 acres just outside Arklow, Co. Wicklow, Servier (Ireland) Industries Ltd. was established in 1989 with just 12 staff. Our beautiful architecturally designed pharmaceutical manufacturing plant is now home to approximately 450 staff and is the second largest site in the Servier Group network.
 Focusing on five therapeutic areas – oncology, cardiovascular diseases, metabolism,",
St Patrick’s Mental Health Services,"St Patrick’s Mental Health Services (SPMHS) is Ireland’s largest independent, not- for-profit mentalhealth service provider. It provides community and outpatient care through its Dean Clinics, andday patient services through its Wellness & Recovery Centre. A multidisciplinary inpatient service is provided through its three approved centres: St Patrick’s University Hospital (241 beds), St Patrick’s, Lucan (52 beds) and Willow Grove Adolescent Unit (14 beds). SPMHS also offers a Homecare service and",
St Vincent’s Private Hospital,"St Vincent’s Private Hospital is the single, biggest private hospital in Dublin and part of St, Vincent’s Healthcare Group.
 Situated on the same grounds as St. Vincent’s University Hospital, in Elm Park, Dublin 4, we share resources, expertise and medical facilities with one of the country’s leading academic teaching hospital. This means that we have the capacity to deal with a",
Sky Ireland,"Sky is Europe’s leading media and entertainment company and is proud to be part of the Comcast group. Across six countries, we connect our 23 million customers to the best entertainment, sports, news, arts and to our own award-winning original content.
 Following the launch of Sky Glass, we now offer customers our strongest ever line- up of products and services. Our streaming service, NOW, brings viewers all the",
Sport Ireland Campus,"The Sport Ireland Campus is the home of Irish Sport, not just for our Athletes, but for the community. The Sport Ireland Campus is home to world-class indoor and outdoor facilities which host local, national and international events and which are perfect for team and individual training. The Campus also provides valuable amenities for the local community with facility rentals, kids camps, sports academies, birthday parties, team- building events, corporate conferences and more.",
Stryker Macroom,"Our Manufacturing site in Macroom, County Cork, with over 250 employees, owned by Stryker, is focused on manufacturing upper extremities medical devices.
 Renowned for our people friendly culture and a passionate commitment to operational excellence, our approach to employee Wellbeing has become more developed, more sophisticated and ever more responsive over time to employee needs.",
Tallaght University Hospital,"Tallaght University Hospital (TUH) is one of Ireland’s largest acute teaching hospitals, the Hospital has 450 inpatient adult beds, 74 onsite day beds for Dialysis, Oncology, Infusion, Haematology, Cardiology, Bone & Joint and minor surgery services. The Hospital also has a Day Surgery Centre located near the Hospital which has four theatres and 25 bays for elective surgery. There are an additional 61 offsite beds under its governance. The Hospital is staffed by over 3,000 people with 63 different",
Tayto Snacks,"Tayto Snacks certified as a Great Place to Work, one of Irelands Best Workplaces, and recently also recognised as a Great Place to Work for Women, is home to Ireland’s most iconic snack brands including Tayto, Hunky Dorys and King crisps. At Tayto Snacks, people are the essence of our organisation. We champion a culture of growing our people to manage and lead the business.",
TELUS International,"TELUS International Ireland is a leading Irish-based provider of digitally-enabled customer experience (CX) and business process solutions, and is a key location within the global TELUS International family. It has two CX and IT delivery centres strategically located in Dublin and Cork as well as a site in Ballina, Mayo providing AI data solutions to support many of the world’s top brands.",
The Central Bank of Ireland,"The Central Bank of Ireland serves the public interest by safeguarding monetary and financial stability and by working to ensure that the financial system operates in the best interests of consumers and the wider economy. Our vision is to be a central bank that is trusted by the public, respected by our peers and to be a fulfilling place to work for our people. Underpinning our public service mandate are our values of integrity and care, courage and humility, and teamwork and excellence.",
The Convention Centre Dublin (The CCD),"The Convention Centre Dublin (The CCD) was developed to provide a world-class conference venue in the heart of Ireland’s capital city. Since opening in September 2010, The CCD has hosted over 2,000 events and won 55 industry awards, continuing
 to position Ireland on the world stage for international conferences, congresses and",
The Irish Music Rights Organisation (IMRO),"IMRO administers the performing right in copyright music in on behalf of its members (songwriters, composers, and music publishers) and on behalf of members of the international overseas societies that are affiliated to it. IMRO´s core function is to
 collect and distribute royalties arising from the public performance of copyright works.",
The National Treasury Management Agency (NTMA),"The NTMA is a State body which operates with a commercial remit to provide asset and liability management services to Government. It has evolved from a single function agency managing the National Debt to a manager of a complex portfolio of public
 assets and liabilities.",
TLI Group,"TLI Group is a leading utility infrastructure engineering and construction company, operating extensively within the utilities sector in Ireland, Northern Ireland and the UK.
 The company actively delivers mission critical projects for prominent clients such as ESB Networks, NIE Networks, Scottish and Southern Energy, Siro (ESB/Vodafone JV), the Sustainable Energy Authority of Ireland, National Broadband Ireland, and a",
Teva Pharmaceuticals,"Teva Pharmaceuticals is proud to provide high-quality medicines that improve the health of people around the world - both prescription medications as well as over- the-counter treatments. Our Waterford site manufactures & develops respiratory products, and it includes an onsite research & development centre. We are continually expanding our range of products and services to better meet the needs of patients and healthcare professionals in Ireland.",
Unilin Insulations (formally xtratherm),"At Unilin Insulation, our working values of excellence, passion, entrepreneurship and respect are inherent.
 The ethos of ‘More than Insulation’ demonstrates our commitment to quality product, market leading service and a partnership approach with industry professionals and students alike. It demonstrates our commitment to deliver a more sustainably minded",
University of Galway,"The University of Galway is a research-led university and is one of the oldest and largest universities in Ireland. We are an international university with global ambition, but with deep roots in Galway City and West of Ireland, which is renowned for its unique culture, creative industries, medical technologies, marine ecology and economy, and innovation. From this unique location, we are passionate about leading the future to a more sustainable future.",
Unum Ireland,"Unum Technology Centre in Carlow serves as a strategic software development and IT centre supporting Unum a fortune 500 company. We are a leading provider of income protection in the US. Our team of IT professionals build solutions and critical business applications to digitally transform the way we do business.
 We strive to build an engaging workplace culture, and our unwavering dedication to",
Value Retail Management Ireland Ltd,"Kildare Village is luxury shopping destination set in the beating heart of horse-racing country. The Village is located just an hour south of Dublin and home to a unique edit of more than 120 fashion and lifestyle brands. A bastion of Irish talent, Kildare Village strikes a balance between regional charm and an artful spread of homegrown and international brands. Services include a Concierge, valet parking, Hands-free Shopping and Personal Shopping. With a range of restaurants and cafés in the Village,",
Vertical Markets Group,"The Vertical Markets Group was founded in 2008 to transform the level of sector- specific recruiting expertise. The group now comprises six industry specific recruiting businesses, giving us coverage across and access to the core talent verticals globally. Our group includes: Life Science Recruitment, Capital Markets, IT Search, HR Search, Design Build Search & A+F Recruitment.",
Viasat,"Viasat is a global communications company that believes everyone and everything in the world can be connected. For more than 35 years, Viasat has helped shape how consumers, businesses, governments and militaries around the world communicate. Today, the Company is developing the ultimate global communications network to power high-quality, secure, affordable, fast connections to impact people’s lives anywhere they are—on the ground, in the air or at sea.",
William Fry LLP,"At William Fry, our client-focused service combines technical excellence and a practical, constructive approach to business issues. We advise leading domestic and international corporations, financial institutions and government organisations. We regularly act on complex, multi-jurisdictional transactions and commercial disputes. Strong client relationships and high-quality advice are the hallmarks of our business.",
Xerox,"In Ireland, Xerox is an all Island based company, employing in excess of 400 staff in Dublin, Dundalk and Belfast. For more than 100 years, Xerox has continually redefined the workplace experience. Harnessing our leadership position in office and production print technology, we’ve expanded into software and services to sustainably power today’s workforce. Today, Xerox scientists and engineers are continuing our legacy of innovation with disruptive technologies in digital transformation, augmented reality,",
Plan4sport,"Plan4Sport is a multi-disciplinary company supporting a wide range of public and private sports organisations in the areas of equality, diversity and inclusion, mental health & wellbeing, business development, governance & leadership, and education & training. Plan4Sport was established in 2003 and has grown to become a multi-disciplinary company. We support a wide range of sports organisations, National Governing Bodies of Sport, public and private sector bodies in the areas of equality, diversity & inclusion, mental health & wellbeing, governance & leadership, education & training, and business development & continuity planning.

We employ a highly skilled team of specialist staff supported by a wider group of expert consultants. We have a combined total of 150 years of experience gained from working closely with National Governing Bodies, their Boards and staff teams, clubs and leagues (both professional and amateur), coaches, officials, equality stakeholders across the UK, schools, the voluntary sport sector, Local Authorities and Home Nations Sports Councils.

Having such depth of experience across the team ensures that we appoint the best people with the right knowledge, skills and practical experience to every contract that we deliver.",https://www.plan4sport.co.uk/
Marsh,"Our purpose is Possibility. At Marsh, the idea of possibility isn’t just something we talk about — it’s something we've lived for over 150 years. We help our clients and colleagues grow — and our communities thrive — by protecting and promoting Possibility. We seek better ways to manage risk and define more effective paths to the right outcome. We go beyond risk to rewards for our clients, our company, our colleagues, and the communities in which we serve. With offices in more than 130 countries, Marsh is the world’s leading insurance broker and risk advisor. We provide industry-focused brokerage, consulting, and claims advocacy services, leveraging data, technology, and analytics to help reduce our clients’ total cost of risk. With over 45,000 colleagues worldwide, we provide our commercial and individual clients with insights, advice, and support in the local markets in which they operate or where their business may face risks. We help you understand coverage nuances, regulatory developments, and risk trends. And we work together with you on placement, mitigating risk, and optimizing your risk spend. For over 150 years, clients have trusted Marsh to advise them during the most trying and celebratory times, helping them achieve success by becoming more resilient and attaining the possible. With new risks and opportunities constantly emerging, we help you navigate the changing risk landscape, realize your ambitious goals, and make your future more secure.",https://www.marsh.com/ie/industries/sports/insights/sport-in-the-uk-webcast.html
Sports Business Journal (SBJ),"Sports Business Journal (SBJ) sits at the epicenter of the sports industry. SBJ provides the news, the networking and the data to equip the most powerful executives in sports business to make more informed decisions, deals and partnerships. SBJ’s award-winning media content is delivered via multiple media platforms, unparalleled networking opportunities through its hallmark events and awards and market-leading data.

Sports Business Journal’s weekly and daily content provides original reporting and news aggregation, plus newsletters, podcasts and video. SBJ’s renowned events create opportunities for lead generation and partnerships as well as showcase the industry’s best talent in widely-viewed awards series.",https://www.sportsbusinessjournal.com/Journal/Issues/2023/07/24/Technology/onbalance.aspx
Athletics Ireland,"Athletics Ireland is the National Governing Body for Athletics in Ireland..
Our primary objective is to promote and develop the sport at every level from recreational running and schools competitions through to supporting Ireland's elite athletes in international competition.

We are administered by a Board of elected volunteer members who work in tandem with our full-time staff based in Dublin and the regions.

Athletics Ireland retains a strong volunteer ethos and the thousands of administrators, officials and coaches who give freely of their time play a vital role in our organization.

We have 365 affiliated clubs with a combined membership of just over 66,500.",https://www.athleticsireland.ie/
Rethink Ireland,"As Ireland begins its journey of recovery from the crisis, now is the time to come together to build a country that is equal and focused on sustainable solutions.

By partnering with individuals, families and businesses, we identify the different charities and social enterprises working in communities across the country who are making real headway.

Our role is to support these big thinkers with the resources to share and nurture their ideas so that what proves to be effective in their local community has the opportunity to impact our whole country. Rethink Ireland provides cash grants and business support to the social innovations who can make a real difference. Our task is to fuel these innovations with the knowledge and the advice they’ll need to succeed on a nationally impactful scale.

We’re here to open doors and give them access to the networks and connections who can help them spread their ideas throughout Ireland. We nurture communities of like-minded organisations who come together to share thoughts and approaches.

Based in Galway, Cork and Dublin, our staff are strategically located to hold events, seminars and Accelerator programmes to support social innovations across the country.",https://rethinkireland.ie/
mental health fundation,"We’re challenging the way things are done and creating fundamental change in the UK’s approach to mental health by:

Researching and developing new and more effective ways to support and protect good mental health.
Providing everyone with evidence-backed advice and resources.
Running national campaigns and working with local communities to nurture good mental health.
Partnering with organisations across the UK to take the valuable lessons we’ve learned and share solutions that are proven to work. We know poor mental health is not inevitable and we believe that everyone deserves good mental health. We want to build a society where everybody can thrive.

We’re challenging the way things are done so that no-one living in the UK is deprived of the opportunity for good mental health because of who they are, the community they come from or where they live.

We are the home of Mental Health Awareness Week.",https://www.mentalhealth.org.uk/
Premier Sport Psychology,"To restore your mental well being or to optimize your performance or anything in-between, Premier is here for you. Our Providers Appear Frequently On Local And National Media Broadcasts To Discuss The Current State Of Mental Performance And Mental Health In Sport.  You Can Find Our Most Recent Appearances Here. Premier Sport Psychology offers comprehensive ADHD testing and diagnostic services for athletes and non-athletes ages 14 years and older. Testing is conducted on-site in a discreet, comfortable, interactive environment, and our treatment interventions align with the best practices in the field.

Questions? We have answers, and offer a free, no obligation 15-minute phone consultation with our Director of Clinical Assessment to
determine whether ADHD testing is right for you or your child.",https://premiersportpsychology.com/
Sports Philanthropy Network,"Sports Philanthropy Network’s Mission is to build a Pipeline of Philanthropy through our Chapters, Task Forces and Sports Philanthropy Academy.  

We empower athletes/influencers, business executives, and nonprofit leaders to leverage the transformative power of sports for social impact. We support other nonprofits by providing education and professional development training to help them maximize their community impact. 

We draw from our rich experience and years of expertise to connect nonprofits with athletes who can amplify their outreach, impact, and fundraising campaigns dedicated to corporate social responsibility. 

Together, we foster social impact in chapters nationwide.",https://sportsphilanthropynetwork.org/
Frontier Sports,"We provide a dedicated, bespoke management service to a select group of top quality athletes. We work behind the scenes to help rugby players achieve their goals on and off the pitch.
We create the environment for that success for all of our players.",https://frontiersports.ie/mgmt/
Kindbridge Behavioral Health,"Kindbridge is an online therapy service that focuses on providing mental health support, especially in the areas of gaming and gambling problems. They connect individuals, families, and organizations with licensed counselors and coaches, offering services from the comfort of their homes.",https://kindbridge.com/
sportanddev,"The International Platform on Sport and Development (sportanddev) is the leading global hub for those using sport to achieve social, economic and environmental objectives. It is widely recognised as the foremost global platform to share knowledge, build good practice, facilitate coordination and foster partnerships in sport and development.

sportanddev operates an online platform (sportanddev.org), providing the latest news, articles, events, research, learning tools, networks and job opportunities in the sport and development field. We also work offline, supporting and coordinating projects, events, advocacy and other initiatives such as our massive open online course on sport and sustainable development.

Civil society, governments, sports federations, universities and others, are brought together by sportanddev to ensure that sport contributes more effectively to international development, including the Sustainable Development Goals (SDGs). The platform brings visibility to sport and development, improves the effectiveness of policies and programmes, and facilitates dialogue.

Since its inception in 2003, sportanddev continues to play an important role in enabling sport to contribute more effectively to international development, including the SDGs as well as national and local priorities. It does this both within the aid, public, private and development sectors and in the everyday work of organisations, and communities.

By consolidating an overarching framework, common policies and strategies, and a suite of accepted best practices, tools and resources, sportanddev supports a more coordinated global approach to sport and development.

By sharing learning, convening debates, and supporting a diverse range of people and actors, sportanddev builds capacity thus helping to maximise the contribution of sport to society.

sportanddev provides the global mechanism for the sport and development community to connect, share, learn and influence policy. It has driven the sector forward, enabling a wide range of actors to highlight their work and improve projects and policies through knowledge sharing, capacity building and networking.",https://www.sportanddev.org/
WebMD,"WebMD is a comprehensive health information provider offering detailed medical content, tools like a symptom checker, and resources for finding healthcare professionals. Their website serves as a trusted source for both individuals seeking health information and professionals in the healthcare industry.",https://www.webmd.com/
shimmer,"Provides a coaching platform for adults with ADHD, utilizing personalized video coaching, productivity tools, and science-backed learning modules to enhance productivity.
""Shimmer is a consumer app to help adults with ADHD. The platform is based on an integrative, “bite-sized” coaching methodology, which uses video coaching combined with a tech platform which to help users track ongoing progress and goals. The program, developed by ADHD experts including those from NYU and UCSF, uses expert ADHD coaches and mini or “bite-sized” live sessions paired with an accountability system. It matches users to a coach and includes weekly 15-minute video sessions and ongoing support and accountability through the app.""",https://www.shimmer.care/
Ultrahuman Healthcare,"Ultrahuman is a health monitoring company that offers a range of products and services aimed at comprehensive health tracking. Their products include the Ring AIR sleep-tracking wearable, the M1 continuous glucose monitoring platform, the Blood Vision preventive blood testing platform with UltraTrace™ technology, and the Ultrahuman Home health device. The company integrates data from these devices on a unified platform to create a holistic view of the human body, monitoring glucose, sleep, movement, blood markers, and HRV.",https://www.ultrahuman.com/
InteraXon (Muse),"Provides a free mobile application that works with EEG hardware to give real-time feedback on users' mental state during meditation.
""Muse: the brain sensing headband will elevate your meditation experience. It gently guides your meditation through changing sounds of weather based on the real-time state of your brain. This allows you to obtain a deeper sense of focus and motivates you to build a highly rewarding practice. Meditation has been scientifically shown to reduce symptoms associated with stress, depression and anxiety as well as improve focus, performance and quality of life.""",https://choosemuse.com/
Healium,"Develops patented technology that connects bio-data from consumer wearables to modify 3D objects in the metaverse, helping users self-regulate anxiety.
""Healium is a clinically-validated mental fitness channel that uses virtual and augmented reality apps for the self-management of stress and anxiety. Unlike traditional meditation, Healium is active, immersive, and visual. It’s the world’s first virtual and augmented reality media channel powered by brainwaves and heart rate via an EEG headband or Apple Watch. In three peer-reviewed journals, Healium reduced moderate anxiety by a third in as little as four minutes.""",https://www.tryhealium.com/
XRHealth,"Provides a healthcare platform that uses proprietary medical Extended Reality technology for therapeutic care, including rehabilitation, cognitive assessment, and pain management.
""XRHealth is the first VR/AR Telehealth platform in the world. Our telehealth platform consists of innovative, immersive, therapeutic applications which address a wide variety of neuro-cognitive, emotional and physical symptoms. These applications are combined with an advanced data portal which utilizes artificial intelligence (AI) and cloud-computing algorithms to deliver meaningful data analytics for monitoring and managing patients remotely. The platform also enables live, two-way interactions between patients and their healthcare providers. The XRHealth VR/AR telehealth platform strives to enable healthcare providers to precisely adapt treatments to individual patient needs in a fun and engaging way to improved quality of life. The XRHealth VR/AR telehealth platform is ISO certified, FDA certified and HIPAA compliant.""",https://www.xr.health/
BetterUp,"BetterUp is the global leader in mobile-based professional coaching, counseling, and mentorship. BetterUp combines world-class coaching with AI technology and behavioral science to deliver personalized behavior change at scale, improving the well-being, adaptability, and effectiveness of the workforce. With a network of over 2,000 coaches, BetterUp offers coaching in 49 languages across 66 countries, along with interactive professional development content, analytics and real-time insights to track employee progress.",https://www.betterup.com/
TaskHuman,"Provides a real-time digital coaching platform enabling users to receive personalized guidance from live specialists in various aspects of well-being.
""TaskHuman is a real-time digital coaching platform, allowing users to amplify their daily work and personal life with 1:1 personalized guidance from LIVE specialists over video calls. With TaskHuman, users can discover and connect with the world’s most comprehensive global network of coaches, instructors, and specialists covering over 1,000 aspects of your well-being, such as physical fitness, mental well-being, spiritual, emotional, financial, career & leadership coaching, and more.""",https://taskhuman.com/
Essence,"Develops an AI and science-based app designed to enhance performance and well-being of women by optimizing schedules, fitness, and diets based on hormonal cycles.
""Essence is a startup that has developed an AI and science-based tool known as The Essence App. The app aims to boost the performance and well-being of women in the workforce by optimizing their schedules, fitness routines, and diets according to each phase of their hormonal cycle. The tool provides expert recommendations tailored to the user's cycle, helping individuals navigate their workdays with confidence. Essence is an employee benefits platform that empowers women and people with cycles* to thrive in the workplace by optimizing well-being and performance according to the menstrual cycle.""",https://www.theessence.app/
Validic,"Offers a platform and mobile solutions for continuous access to personal health data from in-home medical devices and wearables, enabling remote patient monitoring.
""Validic is the healthcare industry’s premier technology platform for convenient, easy access to digital health data from best-in-class clinical and remote-monitoring devices, sensors, fitness equipment, wearables and patient wellness applications. Validic’s mission continues to be helping our healthcare clients and integrations thrive in this transformational industry.""",http://validic.com/
Yazen,"Provides digital healthcare services for weight loss, including health check-ups, medical assessments, medication, injections, and personalized lifestyle programs, with a subscription model.
""Yazen is a digital healthcare provider specializing in clinically proven weight loss treatments. They offer a comprehensive service that includes regular health check-ups, medical assessments, medication initiation, and potential injections, along with tailored mental, exercise, and diet programs. Utilizing modern research and medications such as GLP-1 analogs, Yazen aims to help individuals achieve a healthy weight and reduce the risk of obesity-related conditions. Their service is subscription-based, with various options to suit different needs, and they ensure patient satisfaction through a 30-day money-back guarantee.""",https://www.yazen.com/
Myles Fitness Limited,"Provides a platform to enhance mental and physical wellbeing, improve culture, and build connections through normalized sports and activities for organizations.
""Myles is The inclusive platform proven to boost mental and physical wellbeing. Improve culture, spark conversation and build connections. Onboard your organisation in minutes.We normalise activities and sports so that everyone can see themselves on a fair leaderboard no matter how they exercise. The leaderboards reward individual improvement as well as total effort.""",https://www.myleswellbeing.com/
CureFit ,"At cult.fit, we strive to keep you fit and healthy through a range of holistic offerings that include fitness and yoga, healthy meals, mental wellbeing and primary care. Now anyone can now stay healthy from the safety of their homes with just a single app.",https://www.cult.fit/
HealthifyMe,"We started Healthify to support organizations addressing social determinants. Sixty percent of our health is affected by our social determinants. Our access to food, mental health services, and other community resources all play a pivotal role in improving our health outcomes and improving the health of our communities.",http://healthifyme.com/
Coa,Strengthening your mental health is an ongoing pursuit. Coa is a new online learning experience here to help you along your emotional fitness journey. Discover the best version of yourself with therapist-led emotional fitness classes and 1:1 therapy.,http://joincoa.com/
TruBrain,"Provides digital cognitive healthcare solutions and a range of nutritional products including drinks, capsules, and bars to enhance mental performance.
""TruBrain is a digital clinic for cognitive healthcare to empower your best thinking with accessible, safe & powerful consumer products.You can find the nutrition label for each of our products here: Sleep Drinks, Mellow Drinks, Medium Drinks, Strong Drinks, Extra Strong Drinks, Clockwise for Brain Aging, Ketones, Coffee Kit, Bars, Capsules, and Powder Sticks.""",http://www.trubrain.com/
Mindpax,"Develops a digital tool for managing severe mental illnesses, using data analytics and IT solutions for continual monitoring and support.
""Mindpax is a tele-medical start-up developing a unique digital tool for people with severe mental illnesses, especially bipolar disorder and schizophrenia. Mindpax system is developed in collaboration with specialists in the field of psychiatry, psychology, data analytics and IT solutions. This personalized platform is based on analysis and continual monitoring of objective biomedical data in combination with self-report measurement tools assessing the current state of the user. Our goal is helping patients to manage their severe mental conditions by providing support and oversight of their disease.""",http://www.mindpax.me/
Freeletics,"""Freeletics has been built around a single vision since day one: to challenge and inspire people to become the greatest version of themselves. Freeletics is the creator of some of Europe's #1 fitness apps, promoting and increasing physical fitness as well as mental strength, willpower and self-confidence - all vital tools for shaping a life in accordance with one's desires and goals. Founded in June 2013, the company has already created one of the most successful fitness movements in the world, with 31 million users in over 160 countries.""
",https://freeletics.com/
Laavu Performance,"Provides psychological business coaching with a focus on personal/professional development, mental fitness, leadership, and culture building for improved well-being and performance.
""Laavu Performance specializes in integrating psychological insights with business coaching, offering a unique method that caters to personal and professional development. They provide services for mental fitness akin to a gym membership, focusing on areas such as emotional stability, leadership development, and culture building. Their approach is tailored to enhance well-being, self-knowledge, stress management, and clarity of thinking. Laavu Performance is recognized for bridging the gap between psychotherapy and business coaching, trusted by top professionals seeking to improve both their personal growth and their company's performance.""",https://www.laavu.io/
Saturo,"Offers vegan complete meal solutions, including drinks and powders, to improve health, energy, and performance with balanced nutrient enrichment.
""Saturo is a nutrition-focused company that specializes in providing complete meal solutions designed to support various aspects of health. Their product range includes drinkable meals and powders enriched with a balanced combination of nutrients, aiming to enhance mental fitness, heart health, skin, hair, nail condition, and hormonal balance. Saturo's offerings support immune function, metabolic health, and muscle recovery, and are crafted for convenience to simplify daily nutrition. Their products are vegan and formulated to offer a symbiotic nutrient uptake for overall well-being, energy, and performance.""",https://saturo.com/
Just Football,"""Just Football is at the intersection between real life football and a digital football career. The only way to progress in the game is to go out and play real football with your friends. Just Football wants to be authentic and real not only as a product but also as a company. Our goal is to make more people play football more often with more different people. Which will contribute to better integration and physical health, while at the same time being part of developing the next generation of football players. Just Football is an app that revolutionizes the way people play football by making it easier to organize and more challenging through gamification. Choose one of our exciting new game modes, invite your friends or meet up with new people, and compete to see who’s the best player.""
",http://justfootballapp.com/
Being Health,"We’re committed to providing best-in-class mental healthcare grounded in the latest evidence, guided by caring clinicians, and personalized to your needs. Our psychiatrist-founded practice is designed to help people feel better and function better by tending to both their minds and bodies through a uniquely integrated care model. By uniting the best in psychiatry, novel treatments, psychotherapy, functional medicine, and wellness services, we’re setting a new standard for modern mental health care, one that is personalized, cutting-edge, and delivered by an integrated team of empathic clinicians, all under one roof. Being Health was co-founded in 2023 by Dr. Allie Sharma, a Cornell-trained board-certified Adult Psychiatrist, behavioral health strategist and mental health innovator. Together with the Being Health team, Dr. Sharma has created a modern mental health practice that combines the best of psychiatry with what is new and novel in mental health care to help patients truly feel better, with all services offered in an environment primed for healing.",https://www.beinghealth.co/
GrayMatters Health LTD,"GMH is the first company to develop a treatment based on a digital biomarker of brain activity associated with mental health disorders. 
The biomarker, named EEG-fMRI-Pattern, or EFP, is based on advanced statistical models that register brain area specific fMRI data to EEG. The company's FDA-cleared device, Prism for PTSD, uses the amygdala-based biomarker with an interactive computer simulation to help patients gain control, or agency, of their PTSD symptoms. 
GMH is collaborating with key medical institutions to explore applying an EFP biomarker to treat mental disorders beyond PTSD. A pivotal study is underway to evaluate an EFP for Major Depressive Disorder (MDD) at McLean Hospital, Harvard University's large Psychiatric Hospital. 
In addition, using deidentified data collected from treatments, our team of experts is developing therapy predictors, patient management tools and treatment personalization into the Prism platform. ",https://www.graymatters-health.com/
Blackbird Health,"Blackbird Health is a mental health practice for kids and young adults struggling with social, developmental, and school-related challenges. 
For nearly a decade, we have been dedicated to achieving better outcomes, faster, by taking the trial and error out of diagnosis and treatment. We are committed to getting mental health for kids right the first time, because kids deserve better than trial and error. And our unique virtual-first model offers flexibility, with in-person care when you need it. Our goal is to move you through the intake process quickly so assessment, diagnosis, and treatment can follow without delay. We promise a personalized and supportive intake process in sync with your needs. Every child is different, and our proprietary “understand first” methodology analyzes the full spectrum of cognitive, behavioral, physical, genetic, psychosocial, and developmental factors to pinpoint the underlying root cause of symptoms or behaviors and identify the right interventions quickly.  We offer expertise in a wide range of specialties, including nearly every kind of therapy, under one roof. With your consent, we work closely with your pediatrician or family practitioner to ensure they’re in the loop. We see kids for who they are, not as their diagnosis. We work with every kid to set clear goals, achieve measurable successes, and adjust when we need to for sustained results across every aspect of their life—at school, at home, and with friends.",https://blackbirdhealth.com/
Amaha Health,"We are a mental health ecosystem that brings together multiple treatment options to create an experience that makes getting help easy and seamless. From assessment to treatment, we’re with you every step of the way. Amaha, formerly named InnerHour, is a mental health organisation founded in the year 2016 by renowned psychiatrist and healthcare entrepreneur,
Dr. Amit Malik.

The organisation aims to create a mental health ecosystem that provides treatment and care plans for a range of mental health conditions like anxiety, depression, bipolar disorder, ADHD, OCD, schizophrenia, and addictions.

In 2019, Ms. Neha Kirpal, a social entrepreneur and global mental health ambassador, joined Amaha as Co-founder. Amaha is transforming the way mental healthcare is delivered in India, by bringing together the latest science in clinical practice and modern technological tools to deliver the best outcome for each individual and family. Our integrated mental health ecosystem offers treatment, care and support for all kinds of mental health concerns.

Using the experience and expertise of our team of trained mental health professionals, we strive to ensure that each individual can navigate their mental healthcare journey seamlessly and easily.",https://www.amahahealth.com/
Tava Health,"Amaha is a mental health ecosystem that aims to transform the delivery of mental healthcare in India. The company offers an integrated approach, providing treatment, care and support for all kinds of mental health concerns. Utilizing modern technological tools and the latest science in clinical practice, Amaha's team of trained professionals ensures seamless navigation through each individual's mental healthcare journey. They also offer proprietary clinical protocols for different conditions to deliver optimal care to each client. Their mission is simple - help individuals feel better.",https://www.tavahealth.com/
Resility Health,"Resility Health provides personal stress management solutions to identify and manage the physiological impact of chronic stress using technology paired with evidence-based interventions.

Our ResilityTM platform combines feedback from wearable biosensors with stress reduction training programs in an engaging mobile experience that promotes adherence and results.",https://resilityhealth.com/
One Future Football,"The world’s first global virtual football league with player ownership, fantasy, killer kits, celebrity owners and fan control you’ve never seen before.",https://1ff.com/
TOCA Football,"TOCA Football provides a one-of-a-kind, tech-enhanced soccer experience for players of all ages and skill levels.

Serving local communities throughout the United States and Canada, our training centers welcome players and families to find their best with classes, training sessions, and league play that meet players' respective skill-sets. Our Strikers program for children 18 months to 7 years is engaging and educational, while individual or group sessions for 8 year olds onwards offer progressive levels of training for players looking to challenge themselves while also having fun.

From training sessions and group classes to camps, leagues, and more, TOCA offers community soccer experiences you won't find anywhere else!",https://www.tocafootball.com/
